study_group,title,year,journal,identifiers,sources,n_source_records
S9750,The Effect Evaluation of Three Types Laser Treatment for Rosacea Randomized Trial,2022,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2200066451,doi:10.1002/central/cn-02558152/full,Cochrane CENTRAL,1
S9843,The Efficiency of Bacteriophages Against Salmonella Typhimurium Infection in Native Noi Broilers,2022,Brazilian Journal of Poultry Science,doi:10.1590/1806-9061-2021-1561,SciELO,1
S14156,"The First Cbk-Like Phage Infecting Erythrobacter, Representing a Novel Siphoviral Genus",2022,Frontiers in Microbiology,doi:10.3389/fmicb.2022.861793,Scopus (brazo B),1
S14276,The Gut Microbiome and Nonalcoholic Steatohepatitis,2022,Gastroenterology and Hepatology,,Scopus (brazo B),1
S14066,The Gut Microbiota Metabolite Succinate Promotes Adipose Tissue Browning in Crohn’s Disease,2022,Journal of Crohn's and Colitis,doi:10.1093/ecco-jcc/jjac070 pmid:35796668,Scopus (brazo B),1
S14148,The Gut Microbiota of Healthy and Flavobacterium psychrophilum-Infected Rainbow Trout Fry Is Shaped by Antibiotics and Phage Therapies,2022,Frontiers in Microbiology,doi:10.3389/fmicb.2022.771296,Scopus (brazo B),1
S14219,"The Human Virome: Viral Metagenomics, Relations with Human Diseases, and Therapeutic Applications",2022,Viruses,doi:10.3390/v14020278 pmid:35215871,Scopus (brazo B),1
S4969,The Impact of Human Microbiotas in Hematopoietic Stem Cell and Organ Transplantation.,2022,Frontiers in immunology,doi:10.3389/fimmu.2022.932228 pmid:35874759,PubMed; Scopus (brazo B),2
S10754,The In Vivo and In Vitro Assessment of Pyocins in Treating Pseudomonas aeruginosa Infections,2022,Antibiotics,doi:10.3390/antibiotics11101366,Scopus (brazo A); Scopus (brazo B),2
S14106,The International Virus Bioinformatics Meeting 2022,2022,Viruses,doi:10.3390/v14050973,Scopus (brazo B),1
S10844,The Isolation and Characterization of a Broad Host Range Bcep22-like Podovirus JC1,2022,Viruses,doi:10.3390/v14050938 pmid:35632679,Scopus (brazo A); Scopus (brazo B),2
S10917,The Mechanism of Bacterial Resistance and Potential Bacteriostatic Strategies,2022,Antibiotics,doi:10.3390/antibiotics11091215,Scopus (brazo A); Scopus (brazo B),2
S4855,The Microbiome in Pancreatic Cancer-Implications for Diagnosis and Precision Bacteriophage Therapy for This Low Survival Disease.,2022,Frontiers in cellular and infection microbiology,doi:10.3389/fcimb.2022.871293 pmid:35663462,PubMed; Scopus (brazo B),2
S5077,The Molecular Epidemiology of Prevalent Klebsiella pneumoniae Strains and Humoral Antibody Responses against Carbapenem-Resistant K. pneumoniae Infections among Pediatric Patients in Shanghai.,2022,mSphere,doi:10.1128/msphere.00271-22 pmid:36069436,PubMed; Scopus (brazo B),2
S4554,"The Neglected Gut Microbiome: Fungi, Protozoa, and Bacteriophages in Inflammatory Bowel Disease.",2022,Inflammatory bowel diseases,doi:10.1093/ibd/izab343 pmid:35092426,PubMed; Scopus (brazo B),2
S4814,The Neisseria gonorrhoeae Accessory Genome and Its Association with the Core Genome and Antimicrobial Resistance.,2022,Microbiology spectrum,doi:10.1128/spectrum.02654-21 pmid:35604129,PubMed,1
S14327,"The Oral Microbiota: Community Composition, Influencing Factors, Pathogenesis, and Interventions",2022,Frontiers in Microbiology,doi:10.3389/fmicb.2022.895537,Scopus (brazo B),1
S14109,The Potential of CRISPR-Guided Therapies in the Dermatology Clinic,2022,JID Innovations,doi:10.1016/j.xjidi.2022.100103,Scopus (brazo B),1
S4315,The Road to Personalized Myeloma Medicine: Patient-specific Single-domain Antibodies for Anti-idiotypic Radionuclide Therapy.,2022,Molecular cancer therapeutics,doi:10.1158/1535-7163.mct-21-0220 pmid:34667109,PubMed; Scopus (brazo B),2
S10918,The Role of Antimicrobial Peptides as Antimicrobial and Antibiofilm Agents in Tackling the Silent Pandemic of Antimicrobial Resistance,2022,Molecules,doi:10.3390/molecules27092995 pmid:35566343,Scopus (brazo A); Scopus (brazo B),2
S14116,The Role of Bacteriophages as Important Reservoirs of Extended-Spectrum Beta-Lactamase Genes in Azerbaijan Hospitals,2022,Microbial Drug Resistance,doi:10.1089/mdr.2021.0163 pmid:35076323,Scopus (brazo B),1
S14378,The Role of Gut Bacteria and Fungi in Alcohol-Associated Liver Disease,2022,Frontiers in Medicine,doi:10.3389/fmed.2022.840752,Scopus (brazo B),1
S4231,The Role of Phage Therapy in Burn Wound Infections Management: Advantages and Pitfalls.,2022,Journal of burn care & research : official publication of the American Burn Association,doi:10.1093/jbcr/irab175 pmid:34523679,PubMed; Scopus (brazo B),2
S13949,The Safety and Efficacy of Phage Therapy: A Systematic Review of Clinical and Safety Trials,2022,Antibiotics,doi:10.3390/antibiotics11101340,Scopus (brazo B),1
S5121,The Selection of Antibiotic- and Bacteriophage-Resistant Pseudomonas aeruginosa Is Prevented by Their Combination.,2022,Microbiology spectrum,doi:10.1128/spectrum.02874-22 pmid:36135376,PubMed; Scopus (brazo A); Scopus (brazo B),3
S14265,The Small DdrR Protein Directly Interacts with the UmuDAb Regulator of the Mutagenic DNA Damage Response in Acinetobacter baumannii,2022,Journal of Bacteriology,doi:10.1128/jb.00601-21 pmid:35191762,Scopus (brazo B),1
S14182,The Specific Capsule Depolymerase of Phage PMK34 Sensitizes Acinetobacter baumannii to Serum Killing,2022,Antibiotics,doi:10.3390/antibiotics11050677,Scopus (brazo B),1
S14278,The State of Phage Therapy,2022,Pharmaceutical Technology Europe,,Scopus (brazo B),1
S14228,"The Thai-American duality: reflections on roots, cultural humility, and knowledge production in global health",2022,The Lancet Global Health,doi:10.1016/s2214-109x(21)00502-7 pmid:34953528,Scopus (brazo B),1
S10909,The Use of Bacteriophages in Biotechnology and Recent Insights into Proteomics,2022,Antibiotics,doi:10.3390/antibiotics11050653,Scopus (brazo A); Scopus (brazo B),2
S4451,The Vaginal Microbiome: V. Therapeutic Modalities of Vaginal Microbiome Engineering and Research Challenges.,2022,Journal of lower genital tract disease,doi:10.1097/lgt.0000000000000647 pmid:34928260,PubMed; Scopus (brazo B),2
S5061,The Vibrio cholerae Seventh Pandemic Islands act in tandem to defend against a circulating phage.,2022,PLoS genetics,doi:10.1371/journal.pgen.1010250 pmid:36026491,PubMed; Scopus (brazo B),2
S10793,The antagonistic interactions between a polyvalent phage SaP7 and β-lactam antibiotics on combined therapies,2022,Veterinary Microbiology,doi:10.1016/j.vetmic.2022.109332 pmid:35033842,Scopus (brazo A); Scopus (brazo B),2
S4702,The application and research progress of bacteriophages in food safety.,2022,Journal of applied microbiology,doi:10.1111/jam.15555 pmid:35353432,PubMed,1
S14500,The beginnings of phage therapy in Chile: the doctors Mercedes Perez Matus and Hugo Vaccaro Kosovich; [Los inicios de la fagoterapia en Chile: los doctores Mercedes Perez Matus y Hugo Vaccaro Kosovich],2022,Revista Chilena de Infectologia,doi:10.4067/s0716-10182022000600754,Scopus (brazo B),1
S4840,The c-di-GMP Phosphodiesterase PipA (PA0285) Regulates Autoaggregation and Pf4 Bacteriophage Production in Pseudomonas aeruginosa PAO1.,2022,Applied and environmental microbiology,doi:10.1128/aem.00039-22 pmid:35638845,PubMed; Scopus (brazo A),2
S4494,The characteristic and potential therapeutic effect of isolated multidrug-resistant Acinetobacter baumannii lytic phage.,2022,Annals of clinical microbiology and antimicrobials,doi:10.1186/s12941-022-00492-9 pmid:34996464,PubMed; Scopus (brazo B),2
S10946,The comparison of lytic activity of isolated phage and commercial Intesti bacteriophage on ESBL producer E. coli and determination of Ec_P6 phage efficacy with in vivo Galleria mellonella larvae model,2022,Microbial Pathogenesis,doi:10.1016/j.micpath.2022.105563 pmid:35513294,Scopus (brazo A); Scopus (brazo B),2
S4944,The complex biology of human cytomegalovirus latency.,2022,Advances in virus research,doi:10.1016/bs.aivir.2022.01.001 pmid:35840181,PubMed,1
S4556,The contribution of phage therapy to medical knowledge.,2022,Journal of global antimicrobial resistance,doi:10.1016/j.jgar.2022.01.019 pmid:35092829,PubMed; Scopus (brazo B),2
S4578,The crafty opponent: the defense systems of Staphylococcus aureus and response measures.,2022,Folia microbiologica,doi:10.1007/s12223-022-00954-9 pmid:35149955,PubMed; Scopus (brazo B),2
S14147,The current understanding and future directions for sputum microbiome profiling in chronic obstructive pulmonary disease,2022,Current Opinion in Pulmonary Medicine,doi:10.1097/mcp.0000000000000850 pmid:34839338,Scopus (brazo B),1
S14443,The development of live biotherapeutics against Clostridioides difficile infection towards reconstituting gut microbiota,2022,Gut Microbes,doi:10.1080/19490976.2022.2052698 pmid:35319337,Scopus (brazo B),1
S4431,The effect of head orientation and personalized ventilation on bioaerosol deposition from a cough.,2022,Indoor air,doi:10.1111/ina.12973 pmid:34888956,PubMed,1
S4569,The effects of different doses of inhaled bacteriophage therapy for Pseudomonas aeruginosa pulmonary infections in mice.,2022,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,doi:10.1016/j.cmi.2022.01.006 pmid:35123053,PubMed; Scopus (brazo A); Scopus (brazo B),3
S14321,The emerging microbiome-based approaches to IBD therapy: From SCFAs to urolithin A,2022,Journal of Digestive Diseases,doi:10.1111/1751-2980.13131 pmid:36178158,Scopus (brazo B),1
S14102,"The enigma of picobirnaviruses: viruses of animals, fungi, or bacteria?",2022,Current Opinion in Virology,doi:10.1016/j.coviro.2022.101232 pmid:35644066,Scopus (brazo B),1
S4643,"The epidemiology of Shiga toxin-producing Escherichia coli serogroup O157 in England, 2009-2019.",2022,Epidemiology and infection,doi:10.1017/s0950268822000206 pmid:35241189,PubMed; Scopus (brazo B),2
S4883,The establishment of polypeptide PSMA-targeted chimeric antigen receptor-engineered natural killer cells for castration-resistant prostate cancer and the induction of ferroptosis-related cell death.,2022,"Cancer communications (London, England)",doi:10.1002/cac2.12321 pmid:35706368,PubMed; Scopus (brazo B),2
S4381,The female reproductive tract virome: understanding the dynamic role of viruses in gynecological health and disease.,2022,Current opinion in virology,doi:10.1016/j.coviro.2021.10.010 pmid:34800892,PubMed,1
S7302,The first report on detecting SARS-CoV-2 inside bacteria of the human gut microbiome: A case series on asymptomatic family members and a child with COVID-19.,2022,F1000Research,doi:10.12688/f1000research.77421.3 pmid:39464247,PubMed; Scopus (brazo B),2
S14459,The gut microbiota in retinal diseases,2022,Experimental Eye Research,doi:10.1016/j.exer.2021.108867 pmid:34856206,Scopus (brazo B),1
S5143,The gut virome in health and disease: new insights and associations.,2022,Current opinion in gastroenterology,doi:10.1097/mog.0000000000000885 pmid:36165045,PubMed,1
S4911,The gut virome: A new microbiome component in health and disease.,2022,EBioMedicine,doi:10.1016/j.ebiom.2022.104113 pmid:35753153,PubMed; Scopus (brazo B),2
S4880,"The human ""contaminome"": bacterial, viral, and computational contamination in whole genome sequences from 1000 families.",2022,Scientific reports,doi:10.1038/s41598-022-13269-z pmid:35701436,PubMed,1
S5041,The identification of phage vB_1086 of multidrug-resistant Klebsiella pneumoniae and its synergistic effects with ceftriaxone.,2022,Microbial pathogenesis,doi:10.1016/j.micpath.2022.105722 pmid:35985450,PubMed; Scopus (brazo B),2
S10778,The immunomodulatory potential of phage therapy to treat acne: a review on bacterial lysis and immunomodulation,2022,PeerJ,doi:10.7717/peerj.13553,Scopus (brazo A); Scopus (brazo B),2
S9788,The impact of faecal microbiome transfer on gut health in autistic adolescents and young adults,2022,https://trialsearch.who.int/Trial2.aspx?TrialID=ACTRN12622000015741,doi:10.1002/central/cn-02376283/full,Cochrane CENTRAL,1
S14358,The importance of ecological dynamics in evolutionary processes: A host-bacteriophage model revisited,2022,Journal of Theoretical Biology,doi:10.1016/j.jtbi.2022.111057 pmid:35181286,Scopus (brazo B),1
S14100,The latest research progress on pathogenesis and drug regulation of osteoarthritis; [骨关节炎 ? 病机制 ? ? 物调控新进],2022,Chinese Pharmacological Bulletin,doi:10.12360/cpb202110053,Scopus (brazo B),1
S10863,The novel type II toxin-antitoxin PacTA modulates Pseudomonas aeruginosa iron homeostasis by obstructing the DNA-binding activity of Fur,2022,Nucleic Acids Research,doi:10.1093/nar/gkac867 pmid:36200834,Scopus (brazo A),1
S5018,The phenomenon of staphylococcal interbacterial aggregate and net structures (SIAN) in community-associated methicillin-resistant Staphylococcus aureus CA-MRSA/J.,2022,Journal of infection and chemotherapy : official journal of the Japan Society of Chemotherapy,doi:10.1016/j.jiac.2022.07.024 pmid:35948247,PubMed,1
S14430,The potential of 4D’s approach in curbing antimicrobial resistance among bacterial pathogens,2022,Expert Review of Anti-Infective Therapy,doi:10.1080/14787210.2022.2124968 pmid:36098225,Scopus (brazo B),1
S4644,The potential of bacteriophage therapy in the treatment of paediatric respiratory infections.,2022,Paediatric respiratory reviews,doi:10.1016/j.prrv.2022.02.001 pmid:35241371,PubMed; Scopus (brazo A); Scopus (brazo B),3
S4604,The potential role for phage therapy for genetic modification of cutaneous diseases.,2022,Clinics in dermatology,doi:10.1016/j.clindermatol.2022.02.011 pmid:35181409,PubMed; Scopus (brazo B),2
S4738,The power of unbiased phenotypic screens - cellulose as a first receptor for the Schitoviridae phage S6 of Erwinia amylovora.,2022,Environmental microbiology,doi:10.1111/1462-2920.16010 pmid:35415924,PubMed,1
S13860,"The practical, ethical and legal reasons why patients should not be transferred between NHS trusts for phage therapy",2022,Journal of Patient Safety and Risk Management,doi:10.1177/25160435221120300,Scopus (brazo B),1
S14363,The probiotic supplementation role in improving the immune system among people with ulcerative colitis: a narrative review,2022,Drug Metabolism and Personalized Therapy,doi:10.1515/dmdi-2021-0150 pmid:35385892,Scopus (brazo B),1
S14503,The race for a COVID-19 vaccine: where are we up to?,2022,Expert Review of Vaccines,doi:10.1080/14760584.2022.2021074 pmid:34937492,Scopus (brazo B),1
S10515,The resistance mechanisms of bacteria against ciprofloxacin and new approaches for enhancing the efficacy of this antibiotic,2022,Frontiers in Public Health,doi:10.3389/fpubh.2022.1025633 pmid:36620240,Scopus (brazo A),1
S13871,The resurgence of phage-based therapy in the era of increasing antibiotic resistance: From research progress to challenges and prospects,2022,Microbiological Research,doi:10.1016/j.micres.2022.127155 pmid:35969943,Scopus (brazo B),1
S14046,The right bug in the right place: opportunities for bacterial vaginosis treatment,2022,npj Biofilms and Microbiomes,doi:10.1038/s41522-022-00295-y pmid:35501321,Scopus (brazo B),1
S14045,The role of APTX4870 peptide in reducing cellular inflammatory responses by inhibiting Mycobacterium tuberculosis-derived mycolic acid-induced cytotoxicity,2022,Frontiers in Microbiology,doi:10.3389/fmicb.2022.993897,Scopus (brazo B),1
S13919,The role of autophagy in high-fat diet-induced insulin resistance of adipose tissues in mice,2022,PeerJ,doi:10.7717/peerj.13867,Scopus (brazo B),1
S13985,The role of bacterial toxin-antitoxin systems in phage abortive infections; [细菌毒素-抗毒素系统在噬菌体流产感染中的作用],2022,Shengwu Gongcheng Xuebao/Chinese Journal of Biotechnology,doi:10.13345/j.cjb.220140 pmid:36151800,Scopus (brazo B),1
S4879,The role of virome in the gastrointestinal tract and beyond.,2022,FEMS microbiology reviews,doi:10.1093/femsre/fuac027 pmid:35700129,PubMed,1
S13993,The soluble form of CD160 acts as a tumor mediator of immune escape in melanoma,2022,"Cancer Immunology, Immunotherapy",doi:10.1007/s00262-022-03199-0 pmid:35428910,Scopus (brazo B),1
